anio,seleccion_id,posicion,etapa,pts,pj,pg,pe,pp,gf,gc,dif,participo
1950,34,,no participó,,,,,,,,,False
1954,34,,no participó,,,,,,,,,False
1958,34,,no participó,,,,,,,,,False
1962,34,,no participó,,,,,,,,,False
1966,34,,no participó,,,,,,,,,False
1970,34,,no participó,,,,,,,,,False
1974,34,,no participó,,,,,,,,,False
1978,34,,no participó,,,,,,,,,False
1982,34,,no participó,,,,,,,,,False
1986,34,,no participó,,,,,,,,,False
1990,34,,no participó,,,,,,,,,False
1994,34,,no participó,,,,,,,,,False
1998,34,,no participó,,,,,,,,,False
2002,34,30.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,2.0,7.0,-5.0,True
2006,34,,no participó,,,,,,,,,False
2010,34,18.0,Grupos 1ra Ronda,4.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,True
2014,34,,no participó,,,,,,,,,False
2018,34,,no participó,,,,,,,,,False
2022,34,,no participó,,,,,,,,,False
2026,34,,,,,,,,,,,True
1930,35,,no participó,,,,,,,,,False
1934,35,5.0,Cuartos de Final,3.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,True
1938,35,,no participó,,,,,,,,,False
1950,35,4.0,Ronda Final,7.0,6.0,3.0,1.0,2.0,10.0,12.0,-2.0,True
1954,35,,no participó,,,,,,,,,False
1958,35,,no participó,,,,,,,,,False
1962,35,12.0,Grupos 1ra Ronda,2.0,3.0,1.0,0.0,2.0,2.0,3.0,-1.0,True
1966,35,10.0,Grupos 1ra Ronda,2.0,3.0,1.0,0.0,2.0,4.0,5.0,-1.0,True
1970,35,,no participó,,,,,,,,,False
1974,35,,no participó,,,,,,,,,False
1978,35,10.0,Grupos 1ra Ronda,3.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,True
1982,35,12.0,Grupos 2da Ronda,4.0,5.0,1.0,2.0,2.0,4.0,5.0,-1.0,True
1986,35,7.0,Cuartos de Final,7.0,5.0,3.0,1.0,1.0,11.0,4.0,7.0,True
1990,35,10.0,Octavos de Final,5.0,4.0,2.0,1.0,1.0,6.0,4.0,2.0,True
1994,35,8.0,Cuartos de Final,8.0,5.0,2.0,2.0,1.0,10.0,6.0,4.0,True
1998,35,17.0,Grupos 1ra Ronda,4.0,3.0,1.0,1.0,1.0,8.0,4.0,4.0,True
2002,35,5.0,Cuartos de Final,11.0,5.0,3.0,2.0,0.0,10.0,5.0,5.0,True
2006,35,9.0,Octavos de Final,9.0,4.0,3.0,0.0,1.0,9.0,4.0,5.0,True
2010,35,1.0,Final,18.0,7.0,6.0,0.0,1.0,8.0,2.0,6.0,True
2014,35,23.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,4.0,7.0,-3.0,True
2018,35,10.0,Octavos de Final,6.0,4.0,1.0,3.0,0.0,7.0,6.0,1.0,True
2022,35,13.0,Octavos de Final,5.0,4.0,1.0,2.0,1.0,9.0,3.0,6.0,True
2026,35,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,36,3.0,Partido 3er Puesto,4.0,3.0,2.0,0.0,1.0,7.0,6.0,1.0,True
1934,36,16.0,Octavos de Final,0.0,1.0,0.0,0.0,1.0,1.0,7.0,-6.0,True
1938,36,,no participó,,,,,,,,,False
1950,36,10.0,Grupos 1ra Ronda,2.0,3.0,1.0,0.0,2.0,4.0,8.0,-4.0,True
1954,36,,no participó,,,,,,,,,False
1958,36,,no participó,,,,,,,,,False
1962,36,,no participó,,,,,,,,,False
1966,36,,no participó,,,,,,,,,False
1970,36,,no participó,,,,,,,,,False
1974,36,,no participó,,,,,,,,,False
1978,36,,no participó,,,,,,,,,False
1982,36,,no participó,,,,,,,,,False
1986,36,,no participó,,,,,,,,,False
1990,36,23.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,True
1994,36,14.0,Octavos de Final,4.0,4.0,1.0,1.0,2.0,3.0,4.0,-1.0,True
1998,36,32.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,1.0,5.0,-4.0,True
2002,36,8.0,Cuartos de Final,7.0,5.0,2.0,1.0,2.0,7.0,7.0,0.0,True
2006,36,25.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,2.0,6.0,-4.0,True
2010,36,12.0,Octavos de Final,5.0,4.0,1.0,2.0,1.0,5.0,5.0,0.0,True
2014,36,15.0,Octavos de Final,4.0,4.0,1.0,1.0,2.0,5.0,6.0,-1.0,True
2018,36,,no participó,,,,,,,,,False
2022,36,14.0,Octavos de Final,5.0,4.0,1.0,2.0,1.0,3.0,4.0,-1.0,True
2026,36,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,37,7.0,Grupos 1ra Ronda,2.0,3.0,1.0,0.0,2.0,4.0,3.0,1.0,True
1934,37,9.0,Octavos de Final,0.0,1.0,0.0,0.0,1.0,2.0,3.0,-1.0,True
1938,37,8.0,Cuartos de Final,2.0,2.0,1.0,0.0,1.0,4.0,4.0,0.0,True
1950,37,,no participó,,,,,,,,,False
1954,37,9.0,Grupos 1ra Ronda,2.0,2.0,1.0,0.0,1.0,3.0,3.0,0.0,True
1958,37,3.0,Partido 3er Puesto,8.0,6.0,4.0,0.0,2.0,23.0,15.0,8.0,True
1962,37,,no participó,,,,,,,,,False
1966,37,13.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,2.0,5.0,-3.0,True
1970,37,,no participó,,,,,,,,,False
1974,37,,no participó,,,,,,,,,False
1978,37,12.0,Grupos 1ra Ronda,2.0,3.0,1.0,0.0,2.0,5.0,5.0,0.0,True
1982,37,4.0,Partido 3er Puesto,8.0,7.0,3.0,2.0,2.0,16.0,12.0,4.0,True
1986,37,3.0,Partido 3er Puesto,10.0,7.0,4.0,2.0,1.0,12.0,6.0,6.0,True
1990,37,,no participó,,,,,,,,,False
1994,37,,no participó,,,,,,,,,False
1998,37,1.0,Final,19.0,7.0,6.0,1.0,0.0,15.0,2.0,13.0,True
2002,37,28.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,0.0,3.0,-3.0,True
2006,37,2.0,Final,15.0,7.0,4.0,3.0,0.0,9.0,3.0,6.0,True
2010,37,29.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,1.0,4.0,-3.0,True
2014,37,7.0,Cuartos de Final,10.0,5.0,3.0,1.0,1.0,10.0,3.0,7.0,True
2018,37,1.0,Final,19.0,7.0,6.0,1.0,0.0,14.0,6.0,8.0,True
2022,37,2.0,Final,16.0,7.0,5.0,1.0,1.0,16.0,8.0,8.0,True
2026,37,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,38,,no participó,,,,,,,,,False
1934,38,,no participó,,,,,,,,,False
1938,38,,no participó,,,,,,,,,False
1950,38,,no participó,,,,,,,,,False
1954,38,,no participó,,,,,,,,,False
1958,38,5.0,Cuartos de Final,5.0,5.0,1.0,3.0,1.0,4.0,4.0,0.0,True
1962,38,,no participó,,,,,,,,,False
1966,38,,no participó,,,,,,,,,False
1970,38,,no participó,,,,,,,,,False
1974,38,,no participó,,,,,,,,,False
1978,38,,no participó,,,,,,,,,False
1982,38,,no participó,,,,,,,,,False
1986,38,,no participó,,,,,,,,,False
1990,38,,no participó,,,,,,,,,False
1994,38,,no participó,,,,,,,,,False
1998,38,,no participó,,,,,,,,,False
2002,38,,no participó,,,,,,,,,False
2006,38,,no participó,,,,,,,,,False
2010,38,,no participó,,,,,,,,,False
2014,38,,no participó,,,,,,,,,False
2018,38,,no participó,,,,,,,,,False
2022,38,30.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,1.0,6.0,-5.0,True
2026,38,,,,,,,,,,,True
1930,39,,no participó,,,,,,,,,False
1934,39,,no participó,,,,,,,,,False
1938,39,,no participó,,,,,,,,,False
1950,39,,no participó,,,,,,,,,False
1954,39,,no participó,,,,,,,,,False
1958,39,,no participó,,,,,,,,,False
1962,39,,no participó,,,,,,,,,False
1966,39,,no participó,,,,,,,,,False
1970,39,,no participó,,,,,,,,,False
1974,39,,no participó,,,,,,,,,False
1978,39,,no participó,,,,,,,,,False
1982,39,,no participó,,,,,,,,,False
1986,39,,no participó,,,,,,,,,False
1990,39,,no participó,,,,,,,,,False
1994,39,,no participó,,,,,,,,,False
1998,39,,no participó,,,,,,,,,False
2002,39,,no participó,,,,,,,,,False
2006,39,13.0,Octavos de Final,6.0,4.0,2.0,0.0,2.0,4.0,6.0,-2.0,True
2010,39,7.0,Cuartos de Final,8.0,5.0,2.0,2.0,1.0,5.0,4.0,1.0,True
2014,39,25.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,4.0,6.0,-2.0,True
2018,39,,no participó,,,,,,,,,False
2022,39,24.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,5.0,7.0,-2.0,True
2026,39,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,40,,no participó,,,,,,,,,False
1934,40,,no participó,,,,,,,,,False
1938,40,,no participó,,,,,,,,,False
1950,40,,no participó,,,,,,,,,False
1954,40,,no participó,,,,,,,,,False
1958,40,,no participó,,,,,,,,,False
1962,40,,no participó,,,,,,,,,False
1966,40,,no participó,,,,,,,,,False
1970,40,,no participó,,,,,,,,,False
1974,40,,no participó,,,,,,,,,False
1978,40,,no participó,,,,,,,,,False
1982,40,,no participó,,,,,,,,,False
1986,40,,no participó,,,,,,,,,False
1990,40,,no participó,,,,,,,,,False
1994,40,24.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,0.0,10.0,-10.0,True
1998,40,,no participó,,,,,,,,,False
2002,40,,no participó,,,,,,,,,False
2006,40,,no participó,,,,,,,,,False
2010,40,25.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,2.0,5.0,-3.0,True
2014,40,13.0,Octavos de Final,5.0,4.0,1.0,2.0,1.0,3.0,5.0,-2.0,True
2018,40,,no participó,,,,,,,,,False
2022,40,,no participó,,,,,,,,,False
2026,40,,no participó,,,,,,,,,False
1930,41,,no participó,,,,,,,,,False
1934,41,,no participó,,,,,,,,,False
1938,41,,no participó,,,,,,,,,False
1950,41,,no participó,,,,,,,,,False
1954,41,,no participó,,,,,,,,,False
1958,41,,no participó,,,,,,,,,False
1962,41,,no participó,,,,,,,,,False
1966,41,,no participó,,,,,,,,,False
1970,41,,no participó,,,,,,,,,False
1974,41,15.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,2.0,14.0,-12.0,True
1978,41,,no participó,,,,,,,,,False
1982,41,,no participó,,,,,,,,,False
1986,41,,no participó,,,,,,,,,False
1990,41,,no participó,,,,,,,,,False
1994,41,,no participó,,,,,,,,,False
1998,41,,no participó,,,,,,,,,False
2002,41,,no participó,,,,,,,,,False
2006,41,,no participó,,,,,,,,,False
2010,41,,no participó,,,,,,,,,False
2014,41,,no participó,,,,,,,,,False
2018,41,,no participó,,,,,,,,,False
2022,41,,no participó,,,,,,,,,False
2026,41,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,121,,no participó,,,,,,,,,False
1934,121,9.0,Octavos de Final,0.0,1.0,0.0,0.0,1.0,2.0,3.0,-1.0,True
1938,121,14.0,Octavos de Final,0.0,1.0,0.0,0.0,1.0,0.0,3.0,-3.0,True
1950,121,,no participó,,,,,,,,,False
1954,121,,no participó,,,,,,,,,False
1958,121,,no participó,,,,,,,,,False
1962,121,,no participó,,,,,,,,,False
1966,121,,no participó,,,,,,,,,False
1970,121,,no participó,,,,,,,,,False
1974,121,2.0,Final,11.0,7.0,5.0,1.0,1.0,15.0,3.0,12.0,True
1978,121,2.0,Final,8.0,7.0,3.0,2.0,2.0,15.0,10.0,5.0,True
1982,121,,no participó,,,,,,,,,False
1986,121,,no participó,,,,,,,,,False
1990,121,15.0,Octavos de Final,3.0,4.0,0.0,3.0,1.0,3.0,4.0,-1.0,True
1994,121,7.0,Cuartos de Final,9.0,5.0,3.0,0.0,2.0,8.0,6.0,2.0,True
1998,121,4.0,Partido 3er Puesto,12.0,7.0,3.0,3.0,1.0,13.0,7.0,6.0,True
2002,121,,no participó,,,,,,,,,False
2006,121,11.0,Octavos de Final,7.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,True
2010,121,2.0,Final,18.0,7.0,6.0,0.0,1.0,12.0,6.0,6.0,True
2014,121,3.0,Partido 3er Puesto,17.0,7.0,5.0,2.0,0.0,15.0,4.0,11.0,True
2018,121,,no participó,,,,,,,,,False
2022,121,5.0,Cuartos de Final,11.0,5.0,3.0,2.0,0.0,10.0,4.0,6.0,True
2026,121,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,42,,no participó,,,,,,,,,False
1934,42,,no participó,,,,,,,,,False
1938,42,,no participó,,,,,,,,,False
1950,42,,no participó,,,,,,,,,False
1954,42,,no participó,,,,,,,,,False
1958,42,,no participó,,,,,,,,,False
1962,42,,no participó,,,,,,,,,False
1966,42,,no participó,,,,,,,,,False
1970,42,,no participó,,,,,,,,,False
1974,42,,no participó,,,,,,,,,False
1978,42,,no participó,,,,,,,,,False
1982,42,18.0,Grupos 1ra Ronda,2.0,3.0,0.0,2.0,1.0,2.0,3.0,-1.0,True
1986,42,,no participó,,,,,,,,,False
1990,42,,no participó,,,,,,,,,False
1994,42,,no participó,,,,,,,,,False
1998,42,,no participó,,,,,,,,,False
2002,42,,no participó,,,,,,,,,False
2006,42,,no participó,,,,,,,,,False
2010,42,30.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,0.0,3.0,-3.0,True
2014,42,31.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,1.0,8.0,-7.0,True
2018,42,,no participó,,,,,,,,,False
2022,42,,no participó,,,,,,,,,False
2026,42,,,,,,,,,,,True
1930,43,,no participó,,,,,,,,,False
1934,43,6.0,Cuartos de Final,2.0,2.0,1.0,0.0,1.0,5.0,4.0,1.0,True
1938,43,2.0,Final,6.0,4.0,3.0,0.0,1.0,15.0,5.0,10.0,True
1950,43,,no participó,,,,,,,,,False
1954,43,2.0,Final,8.0,5.0,4.0,0.0,1.0,27.0,10.0,17.0,True
1958,43,10.0,Grupos 1ra Ronda,3.0,4.0,1.0,1.0,2.0,7.0,5.0,2.0,True
1962,43,5.0,Cuartos de Final,5.0,4.0,2.0,1.0,1.0,8.0,3.0,5.0,True
1966,43,6.0,Cuartos de Final,4.0,4.0,2.0,0.0,2.0,8.0,7.0,1.0,True
1970,43,,no participó,,,,,,,,,False
1974,43,,no participó,,,,,,,,,False
1978,43,15.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,3.0,8.0,-5.0,True
1982,43,14.0,Grupos 1ra Ronda,3.0,3.0,1.0,1.0,1.0,12.0,6.0,6.0,True
1986,43,18.0,Grupos 1ra Ronda,2.0,3.0,1.0,0.0,2.0,2.0,9.0,-7.0,True
1990,43,,no participó,,,,,,,,,False
1994,43,,no participó,,,,,,,,,False
1998,43,,no participó,,,,,,,,,False
2002,43,,no participó,,,,,,,,,False
2006,43,,no participó,,,,,,,,,False
2010,43,,no participó,,,,,,,,,False
2014,43,,no participó,,,,,,,,,False
2018,43,,no participó,,,,,,,,,False
2022,43,,no participó,,,,,,,,,False
2026,43,,no participó,,,,,,,,,False
1930,45,,no participó,,,,,,,,,False
1934,45,,no participó,,,,,,,,,False
1938,45,15.0,Octavos de Final,0.0,1.0,0.0,0.0,1.0,0.0,6.0,-6.0,True
1950,45,,no participó,,,,,,,,,False
1954,45,,no participó,,,,,,,,,False
1958,45,,no participó,,,,,,,,,False
1962,45,,no participó,,,,,,,,,False
1966,45,,no participó,,,,,,,,,False
1970,45,,no participó,,,,,,,,,False
1974,45,,no participó,,,,,,,,,False
1978,45,,no participó,,,,,,,,,False
1982,45,,no participó,,,,,,,,,False
1986,45,,no participó,,,,,,,,,False
1990,45,,no participó,,,,,,,,,False
1994,45,,no participó,,,,,,,,,False
1998,45,,no participó,,,,,,,,,False
2002,45,,no participó,,,,,,,,,False
2006,45,,no participó,,,,,,,,,False
2010,45,,no participó,,,,,,,,,False
2014,45,,no participó,,,,,,,,,False
2018,45,,no participó,,,,,,,,,False
2022,45,,no participó,,,,,,,,,False
2026,45,,no participó,,,,,,,,,False
1930,46,,no participó,,,,,,,,,False
1934,46,,no participó,,,,,,,,,False
1938,46,,no participó,,,,,,,,,False
1950,46,8.0,Grupos 1ra Ronda,2.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0,True
1954,46,7.0,Cuartos de Final,3.0,3.0,1.0,1.0,1.0,8.0,8.0,0.0,True
1958,46,11.0,Grupos 1ra Ronda,3.0,4.0,0.0,3.0,1.0,4.0,5.0,-1.0,True
1962,46,8.0,Cuartos de Final,3.0,4.0,1.0,1.0,2.0,5.0,6.0,-1.0,True
1966,46,1.0,Final,11.0,6.0,5.0,1.0,0.0,11.0,3.0,8.0,True
1970,46,8.0,Cuartos de Final,4.0,4.0,2.0,0.0,2.0,4.0,4.0,0.0,True
1974,46,,no participó,,,,,,,,,False
1978,46,,no participó,,,,,,,,,False
1982,46,6.0,Grupos 2da Ronda,8.0,5.0,3.0,2.0,0.0,6.0,1.0,5.0,True
1986,46,8.0,Cuartos de Final,5.0,5.0,2.0,1.0,2.0,7.0,3.0,4.0,True
1990,46,4.0,Partido 3er Puesto,9.0,7.0,3.0,3.0,1.0,8.0,6.0,2.0,True
1994,46,,no participó,,,,,,,,,False
1998,46,9.0,Octavos de Final,7.0,4.0,2.0,1.0,1.0,7.0,4.0,3.0,True
2002,46,6.0,Cuartos de Final,8.0,5.0,2.0,2.0,1.0,6.0,3.0,3.0,True
2006,46,7.0,Cuartos de Final,11.0,5.0,3.0,2.0,0.0,6.0,2.0,4.0,True
2010,46,13.0,Octavos de Final,5.0,4.0,1.0,2.0,1.0,3.0,5.0,-2.0,True
2014,46,26.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,2.0,4.0,-2.0,True
2018,46,4.0,Partido 3er Puesto,10.0,7.0,3.0,1.0,3.0,12.0,8.0,4.0,True
2022,46,6.0,Cuartos de Final,10.0,5.0,3.0,1.0,1.0,13.0,4.0,9.0,True
2026,46,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,50,,no participó,,,,,,,,,False
1934,50,,no participó,,,,,,,,,False
1938,50,,no participó,,,,,,,,,False
1950,50,,no participó,,,,,,,,,False
1954,50,,no participó,,,,,,,,,False
1958,50,,no participó,,,,,,,,,False
1962,50,,no participó,,,,,,,,,False
1966,50,,no participó,,,,,,,,,False
1970,50,,no participó,,,,,,,,,False
1974,50,,no participó,,,,,,,,,False
1978,50,14.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,2.0,8.0,-6.0,True
1982,50,,no participó,,,,,,,,,False
1986,50,,no participó,,,,,,,,,False
1990,50,,no participó,,,,,,,,,False
1994,50,,no participó,,,,,,,,,False
1998,50,20.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,2.0,4.0,-2.0,True
2002,50,,no participó,,,,,,,,,False
2006,50,26.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,2.0,6.0,-4.0,True
2010,50,,no participó,,,,,,,,,False
2014,50,28.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,1.0,4.0,-3.0,True
2018,50,18.0,Grupos 1ra Ronda,4.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,True
2022,50,26.0,Grupos 1ra Ronda,3.0,3.0,1.0,0.0,2.0,4.0,7.0,-3.0,True
2026,50,,clasificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1930,47,,no participó,,,,,,,,,False
1934,47,,no participó,,,,,,,,,False
1938,47,,no participó,,,,,,,,,False
1950,47,,no participó,,,,,,,,,False
1954,47,,no participó,,,,,,,,,False
1958,47,,no participó,,,,,,,,,False
1962,47,,no participó,,,,,,,,,False
1966,47,,no participó,,,,,,,,,False
1970,47,,no participó,,,,,,,,,False
1974,47,,no participó,,,,,,,,,False
1978,47,,no participó,,,,,,,,,False
1982,47,,no participó,,,,,,,,,False
1986,47,23.0,Grupos 1ra Ronda,0.0,3.0,0.0,0.0,3.0,1.0,4.0,-3.0,True
1990,47,,no participó,,,,,,,,,False
1994,47,,no participó,,,,,,,,,False
1998,47,,no participó,,,,,,,,,False
2002,47,,no participó,,,,,,,,,False
2006,47,,no participó,,,,,,,,,False
2010,47,,no participó,,,,,,,,,False
2014,47,,no participó,,,,,,,,,False
2018,47,,no participó,,,,,,,,,False
2022,47,,no participó,,,,,,,,,False
2026,47,,,,,,,,,,,True
1930,49,,no participó,,,,,,,,,False
1934,49,,no participó,,,,,,,,,False
1938,49,,no participó,,,,,,,,,False
1950,49,,no participó,,,,,,,,,False
1954,49,,no participó,,,,,,,,,False
1958,49,7.0,Cuartos de Final,5.0,5.0,2.0,1.0,2.0,6.0,10.0,-4.0,True
1962,49,,no participó,,,,,,,,,False
1966,49,,no participó,,,,,,,,,False
1970,49,,no participó,,,,,,,,,False
1974,49,,no participó,,,,,,,,,False
1978,49,,no participó,,,,,,,,,False
1982,49,9.0,Grupos 2da Ronda,5.0,5.0,1.0,3.0,1.0,5.0,7.0,-2.0,True
1986,49,21.0,Grupos 1ra Ronda,1.0,3.0,0.0,1.0,2.0,2.0,6.0,-4.0,True
1990,49,,no participó,,,,,,,,,False
1994,49,,no participó,,,,,,,,,False
1998,49,,no participó,,,,,,,,,False
2002,49,,no participó,,,,,,,,,False
2006,49,,no participó,,,,,,,,,False
2010,49,,no participó,,,,,,,,,False
2014,49,,no participó,,,,,,,,,False
2018,49,,no participó,,,,,,,,,False
2022,49,,no participó,,,,,,,,,False
2026,49,,,,,,,,,,,True
1930,48,,no participó,,,,,,,,,False
1934,48,,no participó,,,,,,,,,False
1938,48,,no participó,,,,,,,,,False
1950,48,,no participó,,,,,,,,,False
1954,48,,no participó,,,,,,,,,False
1958,48,,no participó,,,,,,,,,False
1962,48,,no participó,,,,,,,,,False
1966,48,,no participó,,,,,,,,,False
1970,48,,no participó,,,,,,,,,False
1974,48,,no participó,,,,,,,,,False
1978,48,,no participó,,,,,,,,,False
1982,48,,no participó,,,,,,,,,False
1986,48,,no participó,,,,,,,,,False
1990,48,8.0,Cuartos de Final,4.0,5.0,0.0,4.0,1.0,2.0,3.0,-1.0,True
1994,48,16.0,Octavos de Final,4.0,4.0,1.0,1.0,2.0,2.0,4.0,-2.0,True
1998,48,,no participó,,,,,,,,,False
